"AI_Agent_API_Name__c","AI_Agent_Session__c","AI_Agent_Version_API_Name__c","Demo_Identifier__c","End_Days__c","End_Time__c","External_ID__c","Request_Summary_Text__c","Response_Summary_Text__c","Start_Days__c","Start_Time__c"
"Skywave_Airlines_Agent","008e224e-6b5e-47fc-a054-a8f16b3a8263","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-7.0","18:27:28","644d931b-c187-401b-a7bd-a20b9e17e43a","What is my tier status?","You are Gold tier with 14,200 qualifying points this year.","-7.0","18:27:00"
"Skywave_Airlines_Agent","4bcc7729-5fbe-4bd5-a16c-63248ea1247f","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-11.0","15:55:55","9ede2a02-9f80-4c4f-aabe-f151013f8c6d","Can I move from 23B to an aisle seat?","I could not update your seat assignment. Please contact a service agent.","-11.0","15:54:00"
"Skywave_Airlines_Agent","9b72b6e7-d7b7-463d-ad6a-72cc999124a9","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-9.0","19:07:09","b3995bc0-035f-4475-a6e1-68e50894b4de","Show me my upcoming bookings","You have one upcoming booking — LH 1927 BER-MUC-SFO, confirmed.","-9.0","19:06:00"
"Skywave_Airlines_Agent","9b72b6e7-d7b7-463d-ad6a-72cc999124a9","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-9.0","19:11:42","c1a63546-03c3-405d-ad22-59ed828097f7","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-9.0","19:09:11"
"Skywave_Airlines_Agent","49529b76-dfaf-4818-a202-fd6381395f50","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-13.0","12:13:13","b666c5e7-a3b3-4d8f-a349-efa773abe2d2","How many miles do I have?","You currently have 18,450 SkyWave miles. You are at Premier tier.","-13.0","12:12:00"
"Skywave_Airlines_Agent","49529b76-dfaf-4818-a202-fd6381395f50","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-13.0","12:16:17","75f2c33f-ce13-4354-ada3-4af0fb2a3487","My in-flight wifi did not work, I want a refund","I have logged your complaint as case 00012346. A refund will be processed.","-13.0","12:15:22"
"Skywave_Airlines_Agent","49529b76-dfaf-4818-a202-fd6381395f50","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-13.0","12:21:53","75c504f7-b4ab-4c85-a024-65918dbaf49f","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-13.0","12:21:10"
"Skywave_Airlines_Agent","7f60af3c-9304-46e8-a7e2-f8aec150ad99","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-11.0","18:11:35","9289a767-0a18-4673-a22f-bdd73cb5d021","Cancel my booking ABC123","I have cancelled booking ABC123. A refund of $480 will be issued.","-11.0","18:08:00"
"Skywave_Airlines_Agent","7f60af3c-9304-46e8-a7e2-f8aec150ad99","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-11.0","18:14:44","521c8133-68cc-4e93-a830-d8e577a23ddb","Can I move from 23B to an aisle seat?","I could not update your seat assignment. Please contact a service agent.","-11.0","18:13:43"
"Skywave_Airlines_Agent","f8ebdf6a-afac-4695-ab24-7f206ccb7cf2","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-3.0","10:23:29","a21b37ff-9588-4449-a05e-de41bcc7e82c","Cancel my booking ABC123","I have cancelled booking ABC123. A refund of $480 will be issued.","-3.0","10:23:00"
"Skywave_Airlines_Agent","f8ebdf6a-afac-4695-ab24-7f206ccb7cf2","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-3.0","10:27:03","9715bbcb-4eea-446c-acba-fedfb25b8675","I want to change my seat to a window seat","Sorry, I am unable to change your seat right now. Please try again later.","-3.0","10:25:50"
"Skywave_Airlines_Agent","2cec9cab-1cae-4ac7-a385-4bcefe645804","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-8.0","13:16:05","cb9ea2e1-9a0b-4038-a7ab-b611539ff26f","Show me my upcoming bookings","You have one upcoming booking — LH 1927 BER-MUC-SFO, confirmed.","-8.0","13:15:00"
"Skywave_Airlines_Agent","17b778a3-ea97-4809-a1a9-819d99bd0074","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-3.0","16:18:48","530b9daa-ea30-45ea-a317-55e891c2014b","I want to change my seat to a window seat","Sorry, I am unable to change your seat right now. Please try again later.","-3.0","16:18:00"
"Skywave_Airlines_Agent","e96c9eb2-0ce5-41a6-acfd-7f5f144b9f20","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-3.0","19:28:01","6dfa2fd0-43b7-4018-a007-cb67084c128e","I want to change my seat to a window seat","Sorry, I am unable to change your seat right now. Please try again later.","-3.0","19:25:00"
"Skywave_Airlines_Agent","e96c9eb2-0ce5-41a6-acfd-7f5f144b9f20","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-3.0","19:33:15","bb0d0b90-f07f-4b6b-a740-0d66eb2dbe0a","I lost my luggage in Munich last week, can you help?","I have created case 00012345 for your lost luggage. We will contact you within 24 hours.","-3.0","19:29:32"
"Skywave_Airlines_Agent","e96c9eb2-0ce5-41a6-acfd-7f5f144b9f20","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-3.0","19:35:57","abfd65d4-09e0-4e75-afb9-64aaed4fba4e","I want to change my seat to a window seat","Sorry, I am unable to change your seat right now. Please try again later.","-3.0","19:35:13"
"Skywave_Airlines_Agent","9de69977-6d3b-4b2c-afcb-0c119a26ae38","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-9.0","19:12:05","044bb861-c9ca-4c58-a262-5defae18c8a3","How many miles do I have?","You currently have 18,450 SkyWave miles. You are at Premier tier.","-9.0","19:11:00"
"Skywave_Airlines_Agent","7d98dda4-aa43-43af-af0f-ef10bfe99442","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-10.0","12:19:49","20a20b32-d0ad-4fe5-a864-27cc0371c70b","How many miles do I have?","You currently have 18,450 SkyWave miles. You are at Premier tier.","-10.0","12:19:00"
"Skywave_Airlines_Agent","7d98dda4-aa43-43af-af0f-ef10bfe99442","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-10.0","12:23:16","4bf6456d-1165-464c-aa23-2e312dbc21aa","I want to change my seat to a window seat","Sorry, I am unable to change your seat right now. Please try again later.","-10.0","12:20:38"
"Skywave_Airlines_Agent","68024bc0-7a86-4886-a8f4-013b34c15244","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-2.0","18:55:55","6af34c1c-0dbb-4424-ab38-d6c9bf65598c","Find flights from JFK to HND tomorrow","I found 4 flights for that route. The cheapest is SW1200 at 1pm for $1,280.","-2.0","18:55:00"
"Skywave_Airlines_Agent","68024bc0-7a86-4886-a8f4-013b34c15244","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-2.0","18:57:23","0c163462-f6e9-46bb-aeb0-fe55b4d06f6b","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-2.0","18:56:17"
"Skywave_Airlines_Agent","18742c64-7e9d-4e5d-a264-6e0973b015db","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-4.0","16:26:15","e3ab09be-2545-4dd8-a844-315f77e6fb5b","What is my tier status?","You are Gold tier with 14,200 qualifying points this year.","-4.0","16:25:00"
"Skywave_Airlines_Agent","bc817ceb-5459-4a6c-a5d6-07c3e96dfb35","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-2.0","19:00:28","5069524b-840a-4fc4-a0cd-a2848f005e03","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-2.0","19:00:00"
"Skywave_Airlines_Agent","f6b0021b-6913-41b3-aa8f-d5217ac0e4fe","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-5.0","11:19:08","e00ac82c-b3da-40d1-a5f3-80232bd6ed7d","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-5.0","11:15:00"
"Skywave_Airlines_Agent","a6b4541a-2de5-4311-aa6a-a1734b0fb27f","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-2.0","11:57:40","9402e447-3dbe-481f-ae29-cbcf2c53a6c6","Tell me a joke","I am a Skywave booking assistant. How can I help with your travel?","-2.0","11:54:00"
"Skywave_Airlines_Agent","16cce24b-d2b4-4e40-a007-c9e280109e0c","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-2.0","14:49:12","f3b6ab04-bc79-40e0-aafd-90a0499fbb24","I lost my luggage in Munich last week, can you help?","I have created case 00012345 for your lost luggage. We will contact you within 24 hours.","-2.0","14:48:00"
"Skywave_Airlines_Agent","16cce24b-d2b4-4e40-a007-c9e280109e0c","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-2.0","14:53:14","31fe7694-c478-4b48-a2f0-ff13485bb1d7","Find flights from JFK to HND tomorrow","I found 4 flights for that route. The cheapest is SW1200 at 1pm for $1,280.","-2.0","14:50:23"
"Skywave_Airlines_Agent","71a998a2-e14c-45ad-a12e-b457d7efcff8","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-3.0","10:52:27","7f032568-acbb-4f50-a4f3-53f30def3477","Whats the weather like in Tokyo?","I can only help with flight bookings and Skywave loyalty questions.","-3.0","10:48:00"
"Skywave_Airlines_Agent","0baea545-b2dc-460f-aa08-7b5eb3dd7a1b","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-10.0","16:55:47","43c7c430-2882-468c-a127-1b42881fba20","Can I move from 23B to an aisle seat?","I could not update your seat assignment. Please contact a service agent.","-10.0","16:55:00"
"Skywave_Airlines_Agent","fd1e575e-35d2-4b05-a655-9c10eca5507d","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-10.0","16:09:38","fa709547-4ce9-4f2a-a4e8-5464236e2dba","Whats the weather like in Tokyo?","I can only help with flight bookings and Skywave loyalty questions.","-10.0","16:09:00"
"Skywave_Airlines_Agent","fd1e575e-35d2-4b05-a655-9c10eca5507d","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-10.0","16:14:32","484bfd6a-2141-404d-a22e-0e4b1ba59e0e","How many miles do I have?","You currently have 18,450 SkyWave miles. You are at Premier tier.","-10.0","16:14:05"
"Skywave_Airlines_Agent","74a2c710-3ab0-447f-a8b2-b6072dd759b2","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-12.0","18:22:15","de2be8f3-f86d-44a4-a4eb-a782ce0988bf","Can I move from 23B to an aisle seat?","I could not update your seat assignment. Please contact a service agent.","-12.0","18:21:00"
"Skywave_Airlines_Agent","74a2c710-3ab0-447f-a8b2-b6072dd759b2","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-12.0","18:23:47","17628b78-73b9-4a2a-a3b4-9ac9d443e433","Show me my upcoming bookings","You have one upcoming booking — LH 1927 BER-MUC-SFO, confirmed.","-12.0","18:22:43"
"Skywave_Airlines_Agent","9dce345a-4d85-41ef-a29d-f6b83e38bc90","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-1.0","16:09:31","af5c2d32-017b-496d-aab0-13eb077091dc","Whats the weather like in Tokyo?","I can only help with flight bookings and Skywave loyalty questions.","-1.0","16:09:00"
"Skywave_Airlines_Agent","8aa6b65f-9560-4405-a4ea-480fd3b83864","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-13.0","19:21:57","b0fb4f2f-7c53-41da-ae27-f6ad9e3af92f","Tell me a joke","I am a Skywave booking assistant. How can I help with your travel?","-13.0","19:18:00"
"Skywave_Airlines_Agent","9564a0f8-7090-40b7-a251-2b6e1bb76d72","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-1.0","16:03:15","96defaf3-5cfc-4e96-a991-43ced9562b20","What is my tier status?","You are Gold tier with 14,200 qualifying points this year.","-1.0","16:01:00"
"Skywave_Airlines_Agent","9564a0f8-7090-40b7-a251-2b6e1bb76d72","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-1.0","16:06:20","31488231-0d53-489d-a4df-4095d2362714","My in-flight wifi did not work, I want a refund","I have logged your complaint as case 00012346. A refund will be processed.","-1.0","16:05:03"
"Skywave_Airlines_Agent","7e0e05c6-98f0-4732-a25b-ceb4d3c0ae6d","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-9.0","18:51:33","430e794c-356d-4404-adb1-fb57a3beaa91","My first name is misspelled on my ticket","I have corrected the spelling on your ticket. Please review the updated itinerary.","-9.0","18:51:00"
"Skywave_Airlines_Agent","7e0e05c6-98f0-4732-a25b-ceb4d3c0ae6d","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-9.0","18:52:52","ef3ad973-56b1-4012-aa18-7777d5da85f4","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-9.0","18:52:25"
"Skywave_Airlines_Agent","6d3ba60d-dcd1-4d4f-a2c8-b8325a420e1f","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-2.0","12:19:46","5ac74688-fe4a-4f57-adeb-400aed9f7dbb","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-2.0","12:19:00"
"Skywave_Airlines_Agent","6d3ba60d-dcd1-4d4f-a2c8-b8325a420e1f","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-2.0","12:22:43","1d418511-9c62-4bf1-a9a2-c5c2d825bd6e","Show me my upcoming bookings","You have one upcoming booking — LH 1927 BER-MUC-SFO, confirmed.","-2.0","12:21:54"
"Skywave_Airlines_Agent","42c1b1c7-40b5-48fc-aa2c-b8af97c32f15","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-1.0","17:49:06","a5905b4a-5df7-413d-a0e6-e1f3bf4d925b","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-1.0","17:48:00"
"Skywave_Airlines_Agent","a2ffa8cf-179e-43bd-aa79-46141990e949","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-8.0","13:02:43","623892ec-a5cd-471d-ad18-6432dafb69e6","Show me my upcoming bookings","You have one upcoming booking — LH 1927 BER-MUC-SFO, confirmed.","-8.0","13:02:00"
"Skywave_Airlines_Agent","3dfbe3e6-fba8-4f49-a81c-7523ecad0a47","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-8.0","17:41:32","94d2addf-fb79-4b92-a4ca-308c25fe7501","My first name is misspelled on my ticket","I have corrected the spelling on your ticket. Please review the updated itinerary.","-8.0","17:37:00"
"Skywave_Airlines_Agent","d296eb06-56ac-4e77-ace6-87ecf8bbc226","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-7.0","17:12:50","fb557551-32e3-4629-a88c-0e7d33f19044","Can I move from 23B to an aisle seat?","I could not update your seat assignment. Please contact a service agent.","-7.0","17:10:00"
"Skywave_Airlines_Agent","d296eb06-56ac-4e77-ace6-87ecf8bbc226","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-7.0","17:15:08","4c372de3-5d95-4e94-a04f-00c815ace854","What is my tier status?","You are Gold tier with 14,200 qualifying points this year.","-7.0","17:13:52"
"Skywave_Airlines_Agent","d296eb06-56ac-4e77-ace6-87ecf8bbc226","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-7.0","17:16:37","2d1e6c4f-7f33-4de5-a257-871c57033c95","How many miles do I have?","You currently have 18,450 SkyWave miles. You are at Premier tier.","-7.0","17:15:42"
"Skywave_Airlines_Agent","73986325-4d73-4df2-a23f-4b418945029a","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-12.0","13:32:46","4f2ec292-2d17-4be7-aecc-3261c6826dc9","My in-flight wifi did not work, I want a refund","I have logged your complaint as case 00012346. A refund will be processed.","-12.0","13:32:00"
"Skywave_Airlines_Agent","28738406-d9ec-4c67-ac6e-13df75fa62b4","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-4.0","09:06:22","34ef6dfd-da70-45d0-af27-2c426b3a48f0","Cancel my booking ABC123","I have cancelled booking ABC123. A refund of $480 will be issued.","-4.0","09:02:00"
"Skywave_Airlines_Agent","28738406-d9ec-4c67-ac6e-13df75fa62b4","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-4.0","09:11:37","74e8f18a-e293-4273-a2e8-f172356ea341","Whats the weather like in Tokyo?","I can only help with flight bookings and Skywave loyalty questions.","-4.0","09:08:00"
"Skywave_Airlines_Agent","28738406-d9ec-4c67-ac6e-13df75fa62b4","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-4.0","09:16:40","b827dc2f-af72-4010-a0bd-fbc6e4c3941f","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-4.0","09:14:40"
"Skywave_Airlines_Agent","e6c958d8-6db4-4e7e-a92f-663813376e91","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-6.0","16:55:42","2b1e3029-f172-4e76-a1a8-d4836ba14efd","Whats the weather like in Tokyo?","I can only help with flight bookings and Skywave loyalty questions.","-6.0","16:55:00"
"Skywave_Airlines_Agent","e6c958d8-6db4-4e7e-a92f-663813376e91","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-6.0","16:58:19","2ea8a2e1-17e4-41db-a4b9-053e6c32881a","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-6.0","16:57:38"
"Skywave_Airlines_Agent","ab8b2235-96e7-4738-a629-22efa69c9817","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-8.0","13:25:05","e7664e1a-0ca9-4568-afe9-ee7f84ffa1bf","My in-flight wifi did not work, I want a refund","I have logged your complaint as case 00012346. A refund will be processed.","-8.0","13:23:00"
"Skywave_Airlines_Agent","de407bb5-e33d-49d4-a336-6d05c16f6ece","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-5.0","12:44:11","6486cf8f-6f53-4559-ae85-4c34def54d20","Cancel my booking ABC123","I have cancelled booking ABC123. A refund of $480 will be issued.","-5.0","12:42:00"
"Skywave_Airlines_Agent","de407bb5-e33d-49d4-a336-6d05c16f6ece","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-5.0","12:45:57","16193354-dc9c-4617-a69f-007967379b3d","Whats the weather like in Tokyo?","I can only help with flight bookings and Skywave loyalty questions.","-5.0","12:44:49"
"Skywave_Airlines_Agent","293fc297-3bfa-4417-a530-3bd9b0934edd","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-14.0","08:42:23","d8c9b6e3-536f-4079-abb3-55e34b3c2111","I lost my luggage in Munich last week, can you help?","I have created case 00012345 for your lost luggage. We will contact you within 24 hours.","-14.0","08:42:00"
"Skywave_Airlines_Agent","cbd4e804-7fdd-461b-a786-83c8d68467ae","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-13.0","16:42:27","be232820-a53a-4858-a165-73ab44a57cb9","Please correct my last name on booking ABC123","I have updated the passenger name on booking ABC123. A confirmation has been sent.","-13.0","16:40:00"
"Skywave_Airlines_Agent","8bb69671-3e85-43c1-a954-a4505b13f073","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-7.0","18:54:47","5f0dbba7-40f1-4c5c-a03b-f66f7d5d448f","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-7.0","18:54:00"
"Skywave_Airlines_Agent","8bb69671-3e85-43c1-a954-a4505b13f073","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-7.0","18:59:27","45e44efa-1d52-4b28-a9f0-034a0f818a46","Show me my upcoming bookings","You have one upcoming booking — LH 1927 BER-MUC-SFO, confirmed.","-7.0","18:58:41"
"Skywave_Airlines_Agent","28ca6435-65ad-4f7a-a1d8-9bc5573f16a0","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-9.0","08:55:42","c0e54dd2-48b5-4516-a877-a5f69449b910","What is my tier status?","You are Gold tier with 14,200 qualifying points this year.","-9.0","08:51:00"
"Skywave_Airlines_Agent","28ca6435-65ad-4f7a-a1d8-9bc5573f16a0","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-9.0","08:57:19","4de6bbfc-a709-419d-a039-f5f52ca9d963","My first name is misspelled on my ticket","I have corrected the spelling on your ticket. Please review the updated itinerary.","-9.0","08:56:01"
"Skywave_Airlines_Agent","a40c8fdf-8bf0-47a4-ae49-a9d266ac7362","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-14.0","12:50:51","a3a09283-3f6d-4dc6-aef5-4901f2f82a0b","I want to change my seat to a window seat","Sorry, I am unable to change your seat right now. Please try again later.","-14.0","12:50:00"
"Skywave_Airlines_Agent","566e35bc-b781-432b-a362-adb983d35275","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-12.0","13:18:50","b643a729-c544-4306-a642-907140c1e753","My first name is misspelled on my ticket","I have corrected the spelling on your ticket. Please review the updated itinerary.","-12.0","13:18:00"
"Skywave_Airlines_Agent","566e35bc-b781-432b-a362-adb983d35275","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-12.0","13:22:48","09d1641b-b427-4eb2-af9f-d38294a52cf2","Find flights from JFK to HND tomorrow","I found 4 flights for that route. The cheapest is SW1200 at 1pm for $1,280.","-12.0","13:20:03"
"Skywave_Airlines_Agent","c9de933d-ed30-46ed-aa36-e424d453b093","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-1.0","18:26:11","fa00c4bf-7be2-4f88-af43-08589c7117b8","Can I move from 23B to an aisle seat?","I could not update your seat assignment. Please contact a service agent.","-1.0","18:22:00"
"Skywave_Airlines_Agent","c9de933d-ed30-46ed-aa36-e424d453b093","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-1.0","18:27:41","385cea45-bcb6-45dd-af55-d1e3266fffc1","Can I move from 23B to an aisle seat?","I could not update your seat assignment. Please contact a service agent.","-1.0","18:27:07"
"Skywave_Airlines_Agent","c9de933d-ed30-46ed-aa36-e424d453b093","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-1.0","18:31:16","6f9c36b5-9e5b-4547-a73b-662693fb11ab","Can I move from 23B to an aisle seat?","I could not update your seat assignment. Please contact a service agent.","-1.0","18:30:12"
"Skywave_Airlines_Agent","f387fbd4-6401-4ce5-aa4b-15c775e87c5a","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-1.0","16:07:24","99925696-3470-45ee-ae56-e63b65232f99","I lost my luggage in Munich last week, can you help?","I have created case 00012345 for your lost luggage. We will contact you within 24 hours.","-1.0","16:07:00"
"Skywave_Airlines_Agent","544d3f4f-2885-40ea-a023-fdf1fe09e42f","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-13.0","14:25:27","3694dc0b-8444-4fde-ab92-ce614fdd3616","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-13.0","14:25:00"
"Skywave_Airlines_Agent","544d3f4f-2885-40ea-a023-fdf1fe09e42f","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-13.0","14:27:52","1b697161-00b2-4689-ae8e-f8add50d0946","Show me my upcoming bookings","You have one upcoming booking — LH 1927 BER-MUC-SFO, confirmed.","-13.0","14:25:44"
"Skywave_Airlines_Agent","14922ad9-90b3-4444-acf7-8b645e01f09d","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-1.0","08:14:54","2853aefa-7646-4ac4-a055-d89411a84e97","Find flights from JFK to HND tomorrow","I found 4 flights for that route. The cheapest is SW1200 at 1pm for $1,280.","-1.0","08:14:00"
"Skywave_Airlines_Agent","d067e117-48f4-4244-a4f5-d9a138cd18eb","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-1.0","13:42:11","bd4621a6-878a-46ee-add0-745c868c2a99","My in-flight wifi did not work, I want a refund","I have logged your complaint as case 00012346. A refund will be processed.","-1.0","13:41:00"
"Skywave_Airlines_Agent","d067e117-48f4-4244-a4f5-d9a138cd18eb","Skywave_Airlines_Agent","SKYWAVE_PHASE_4_5","-1.0","13:43:34","02879a3f-3ff2-4fce-ac23-07cfb6d91202","I want to select seat 1A for my flight","I was unable to retrieve the seat map automatically and could not assign the seat.","-1.0","13:42:56"
